NAAB Code;Identification;Name;Full Name;Breed;TPI;NM$;CM$;Milk;Protein;Fat;PL;DPR;SCS;CCR;HCR;Health Index;SCE;DCE;SSB;DSB;PTAT;UDC;FLC;Pedigree;aAa;DMS;Programs;Birth Date;Proof;Balance;Balance No Conf;High Value;High Production;High Prod - No Conf;Production & Conf;High Health;High Health & Conf;AltaActive;
250HO01009;HOCANM000011161715;BREWMASTER;MAPEL WOOD BREWMASTER;HO;2478;669;687;886;32;98;3,3;1,6;2,72;2,5;2,7;;6,9;5,5;7,9;4,5;1,69;1,11;1,45;GARRETT X SHOTTLE;;;;8/21/2010;USA-201704;652;687;660;796;801;650;621;664;;
200HO03818;HOCANM000011183706;APOLLO;ZIMMER APOLLO;HO;1933;149;167;222;18;17;0,9;-0,8;3,02;-0,2;0,8;;7,3;6,3;7,8;11,2;1,48;1,69;0,84;KRUSADER X BOLTON;;;;5/11/2011;USA-201704;269;143;199;298;208;381;82;110;;
250HO01026;HOCANM000011203372;BAROMETER;OCONNORS BAROMETER;HO;2309;507;547;-141;13;58;4,6;3,8;2,61;3,9;3,8;;6,6;5,4;7,4;4,4;1,01;0,92;0,74;GARRETT X SHOTTLE;;;;3/21/2011;USA-201704;500;579;544;489;549;422;618;622;;
200HO02831;HOCANM000011203396;BALSAM;OCONNORS BALSAM;HO;2165;387;407;730;28;52;2,2;0,3;2,72;-0,1;2,2;;7,0;5,9;7,8;6,7;1,36;0,36;1,38;SNOWMAN X SHOTTLE;;;;7/2/2011;USA-201704;417;457;429;531;537;415;404;402;;
200HO03804;HOCANM000011227267;DELLIAS;DOMICOLE DELLIAS;HO;2066;236;247;885;34;36;0,1;-1,6;3,05;-1,3;-0,9;;7,2;7,6;8,3;9,6;1,85;2,01;1,38;GERARD X ASHLAR;;;;2/1/2011;USA-201704;419;260;324;529;409;575;143;177;;
200HO02853;HOCANM000011228267;JAETYN;BENNER JAETYN;HO;2099;329;358;64;18;47;0,9;-0,6;2,87;0,1;2,0;;7,8;6,5;7,3;5,8;1,90;1,66;0,92;LAUTHORITY X RAMOS;;;;10/21/2011;USA-201704;392;292;334;439;380;471;241;303;;
200HO02781;HOCANM000011230436;XMAS;STANTONS XMAS;HO;2040;324;306;1757;39;42;0,4;-1,7;2,89;-3,0;-0,8;;6,5;6,4;6,8;6,3;1,32;1,16;-0,11;NIAGRA X BOLTON;;;;12/25/2010;USA-201704;390;369;362;564;524;439;262;301;;
151HO00632;HOCANM000011230528;COLTON;STANTONS SNOWMAN EA COLTON;HO;2177;349;336;1657;38;15;3,0;0,8;2,83;0,9;1,1;;6,2;6,7;7,2;7,2;1,67;1,35;1,51;SNOWMAN X SHOTTLE;;;;7/10/2011;USA-201704;484;449;459;533;502;525;406;370;;
200HO02827;HOCANM000011233309;SNAP;ARDROSS SNAP;HO;2028;358;358;1504;44;59;0,4;-2,7;2,97;-2,9;-1,9;;6,6;7,1;7,6;8,1;1,18;0,45;0,29;SNOWMAN X PLANET;;;;7/1/2011;USA-201704;371;389;359;632;595;422;239;272;;
138HO05093;HOCANM000011254429;FABRIC RED;MORSAN FABRIC RED;HO;1985;263;252;620;9;33;2,2;-0,5;2,87;-0,6;-0,2;;10,5;7,8;8,2;6,1;1,41;1,44;1,67;DORCY X ONWARD;;;;7/31/2011;USA-201704;346;236;288;320;267;419;225;287;;
200HO03809;HOCANM000011294722;LET IT SNOW;VELTHUIS LET IT SNOW;HO;2299;459;490;1713;69;56;1,3;-3,2;2,95;-4,2;-2,7;;9,6;8,0;8,1;10,2;2,27;1,79;1,64;SNOWMAN X PLANET;;;;5/4/2011;USA-201704;642;553;569;926;810;793;350;369;;
200HO09323;HOCANM000011294730;SNOWDAY;VELTHUIS SNOWDAY;HO;2081;321;318;1285;33;28;2,9;-1,2;2,84;-1,0;0,7;;9,4;8,5;8,0;8,0;1,55;1,27;1,13;SNOWMAN X PLANET;;;;5/14/2011;USA-201704;424;379;392;504;462;479;317;330;;
200HO03832;HOCANM000011294775;LIBERO;VELTHUIS SG LIBERO;HO;2138;435;446;1431;47;31;3,5;-2,1;2,86;-2,1;0,4;;6,8;7,8;7,5;8,0;1,27;1,33;0,69;SNOWMAN X PLANET;;;;8/7/2011;USA-201704;490;472;466;638;599;540;375;399;;
200HO03824;HOCANM000011329297;TRAHEM;GILLETTE TRAHEM;HO;1911;221;229;101;3;30;0,8;0,3;2,74;1,3;0,8;;7,3;7,9;8,0;6,4;1,08;1,14;0,19;JORDAN X SHOTTLE;;;;5/10/2011;USA-201704;233;188;209;216;199;253;190;241;;
200HO03864;HOCANM000011329424;JOHNSON;GILLETTE MR JOHNSON;HO;2069;310;309;1516;42;25;1,1;-1,8;2,86;-3,3;-1,2;;6,2;7,2;7,1;8,4;1,66;1,25;1,70;SNOWMAN X GOLDWYN;;;;9/17/2011;USA-201704;436;355;379;562;488;537;252;270;;
250HO01040;HOCANM000011329433;CALENDAR;GILLETTE CALENDAR;HO;2081;313;325;990;34;26;2,7;-2,9;2,88;-2,4;-0,5;;8,7;10,0;7,7;9,1;2,29;1,89;2,12;SNOWMAN X AltaBAXTER;;;;9/23/2011;USA-201704;463;311;374;525;421;601;226;268;;
097HO40346;HO840M003000540481;HUNTER;COOKIECUTTER MOM HUNTER-ET;HO;2199;347;373;826;38;38;1,3;1,6;2,86;2,0;2,1;;7,6;5,6;9,3;5,7;1,25;0,82;0,55;MAN-O-MAN X SHOTTLE;;;;2/19/2010;USA-201704;448;483;456;576;577;447;419;377;;
200HO03768;HO840M003000540483;HALO;COOKIECUTTER HALO-ET;HO;1893;145;184;-75;21;34;-1,2;0,0;2,95;-0,2;0,1;;8,6;7,5;8,3;7,0;0,94;0,54;0,02;MAN-O-MAN X SHOTTLE;;;;3/12/2010;USA-201704;218;210;203;338;313;250;138;129;;
200HO03766;HO840M003000540497;HEFTY;COOKIECUTTER HEFTY-ET;HO;1920;150;179;954;44;35;-2,4;-2,1;2,88;-1,5;-0,5;;10,0;9,3;10,7;11,3;0,84;0,41;0,40;MAN-O-MAN X GOLDWYN;;;;7/9/2010;USA-201704;264;251;235;516;449;351;90;81;;
007HO11522;HO840M003000540522;LASSO;QUIET-BROOK-D LASSO-ET;HO;2253;409;417;1474;44;31;3,1;-0,6;2,78;0,8;1,7;;10,2;5,7;8,9;6,6;1,81;1,34;1,25;BOOKEM X SHOTTLE;;;;3/14/2011;USA-201704;529;507;506;638;606;572;434;430;;
001HO02662;HO840M003001399547;BIG APPLE;HALL-LAR BIG APPLE;HO;1734;135;133;155;5;37;0,2;-1,0;3,10;-2,5;-2,9;;8,2;9,4;7,2;10,0;0,50;0,81;0,73;AIRRAID X BOLIVER;;;;12/29/2007;USA-201704;153;72;107;207;145;233;16;71;;
014HO06109;HO840M003001640370;SNAPPER;GREEN-MEADOW SNAPPER 14002;HO;1928;271;309;-82;13;-5;5,4;4,0;2,61;3,8;2,1;;7,7;6,8;7,3;5,5;-0,89;-1,06;0,79;NIFTY X CHAMPION;;;;6/3/2008;USA-201704;228;444;347;187;327;52;533;440;;
007HO10540;HO840M003001697491;BERG;END-ROAD PLUS BERG-ET;HO;1741;86;106;-674;-12;-13;2,4;1,6;2,75;3,0;1,9;;6,6;6,3;7,6;6,0;0,14;0,37;1,32;PLUS X O MAN;;;;12/11/2008;USA-201704;94;65;91;-67;-47;74;156;158;;
014HO05971;HO840M003001700073;KIRK;JENESIS-B BOLTON KIRK-ET;HO;1814;96;97;703;24;16;-1,2;-0,5;3,11;-1,2;0,7;;9,9;8,0;8,9;9,4;1,15;0,40;0,73;BOLTON X DURHAM;;;;10/20/2007;USA-201704;166;124;134;284;231;237;37;12;;
007HO10498;HO840M003003939043;SHAKA;JAMESHILL-R BOLIVE SHAKA-ET;HO;1898;226;226;350;5;30;2,5;0,0;2,75;0,0;-0,6;;9,1;8,6;8,3;8,4;1,20;1,00;-0,06;BOLIVER X SHOTTLE;;;;8/2/2008;USA-201704;234;227;231;229;227;232;230;270;;
029HO14541;HO840M003003939046;COMANCHE;JAMESHILL-R COMANCHE-ET;HO;1720;184;197;83;7;22;2,1;0,1;2,85;-0,2;-2,4;;7,0;6,8;7,2;6,2;-0,43;-0,08;-1,22;BOLIVER X O MAN;;;;8/8/2008;USA-201704;108;212;159;158;217;26;217;226;;
014HO06040;HO840M003004222333;MY SPACE;SILDAHL MY SPACE SHOTTLE;HO;1809;69;54;703;11;-5;0,6;1,0;2,98;1,1;2,2;;7,7;7,4;8,5;6,5;1,15;0,50;0,62;SHOTTLE X GOLDWYN;;;;2/2/2008;USA-201704;151;126;138;135;127;164;128;92;;
014HO05978;HO840M003004222410;GARDNER;MILK-E-WAY NIFTY GARDNER-ET;HO;1824;237;234;643;14;14;3,8;-0,1;2,82;0,7;1,8;;8,9;8,7;8,6;6,5;-0,45;-0,41;0,74;NIFTY X CHAMPION;;;;10/29/2007;USA-201704;197;289;243;228;282;133;300;290;;
014HO06029;HO840M003004222440;TOOLS;BRANDS-HAVEN MAC TOOLS-ET;HO;1867;220;248;-82;15;10;0,9;2,2;2,99;2,4;1,0;;6,4;8,8;7,8;9,5;0,36;0,47;0,32;MAC X TITANIC;;;;1/16/2008;USA-201704;190;208;199;221;218;190;191;156;;
014HO06160;HO840M003004222451;MAXWELL;G&S BAXTER MAXWELL-ET;HO;1878;308;317;-112;1;45;3,9;0,0;2,95;1,5;2,2;;9,1;8,9;7,3;6,3;0,14;-0,22;1,00;AltaBAXTER X OUTSIDE;;;;8/19/2008;USA-201704;206;262;236;228;266;163;273;319;;
014HO06173;HO840M003004222469;VERNAL;TIL-ACRES ARMSTED VERNAL-ET;HO;1905;273;250;827;11;31;2,6;2,2;3,03;2,8;0,0;;8,1;7,2;6,9;6,2;-0,12;0,07;0,38;AltaARMSTEAD X WIZARD;;;;8/28/2008;USA-201704;236;305;272;272;311;187;307;287;;
014HO06103;HO840M003004373264;GARNER;CLOUD-CAP BAX GARNER-TW;HO;1851;348;339;607;17;55;2,3;-1,3;3,20;0,0;1,9;;7,6;7,3;7,3;5,3;-0,26;-0,39;0,17;AltaBAXTER X OUTSIDE;;;;5/20/2008;USA-201704;204;275;231;359;384;179;211;261;;
014HO06133;HO840M003004373269;DENALI;RONELEE GOLD DENALI-ET;HO;1839;74;91;285;14;1;1,3;-1,2;2,76;-1,7;-0,6;;7,7;6,8;7,1;7,6;1,22;0,86;1,24;GOLDWYN X OUTSIDE;;;;6/29/2008;USA-201704;220;150;181;205;169;271;138;154;;
014HO06378;HO840M003004418238;ONSIDE;B&Z ONLINE 9954;HO;1755;73;76;213;11;41;-2,6;-0,8;3,11;-0,4;0,8;;10,6;9,9;7,1;6,2;0,63;0,52;-0,06;ONWARD X O MAN;;;;6/17/2009;USA-201704;126;72;87;244;197;189;-9;37;;
007HO11019;HO840M003004418248;LOGSDON;2ND-LOOK LOGSDON 9964-ET;HO;1979;289;286;1143;34;21;2,2;0,3;3,06;0,6;-0,8;;8,9;6,3;8,7;8,9;0,90;1,30;-1,39;PLANET X O MAN;;;;10/12/2009;USA-201704;314;344;321;437;427;314;275;244;;
007HO10768;HO840M003004480198;EMANUEL;PRESTON MILLION EMANUEL;HO;1780;161;180;-161;6;9;1,4;0,1;2,91;-0,5;-0,6;;7,6;6,5;7,7;7,7;0,19;0,74;0,44;MILLION X SHOTTLE;;;;6/5/2009;USA-201704;163;129;146;145;129;183;130;154;;
007HO11180;HO840M003004582756;CENTAUR;ORANGE-CRUSH BOW CENTAUR-ET;HO;1870;166;170;-24;6;-13;3,1;1,8;3,21;2,5;1,8;;6,6;6,5;8,0;5,5;0,91;1,58;0,99;BOWSER X AltaBAXTER;;;;3/11/2010;USA-201704;246;139;199;128;93;292;179;160;;
100HO11391;HO840M003004671496;ESSPRESSO;RUANN S ESSPRESSO-5107-ET;HO;1827;150;158;396;15;16;0,2;-1,1;2,94;-2,2;-1,7;;7,6;6,9;8,2;6,4;1,21;0,84;0,90;SHOTTLE X MARUADER;;;;9/25/2010;USA-201704;216;142;172;249;205;277;103;136;;
054HO04017;HO840M003004778725;LUDWIG;SAVAGE-LEIGH LUDWIG-ET;HO;1701;96;88;-42;-6;26;0,4;-2,3;3,01;-2,4;-0,4;;8,3;7,6;8,4;7,9;1,04;1,33;0,60;SHOTTLE X TALENT;;;;10/26/2008;USA-201704;117;-28;41;87;12;214;-49;42;;
007HO11228;HO840M003005122489;CUTTER;RUANN PLANE CUTTER-91521-ET;HO;1760;144;164;-267;1;-8;2,5;0,1;2,83;1,1;0,2;;5,4;6,7;8,3;8,8;0,86;0,85;-0,10;PLANET X ADVENT-RED;;;;1/1/2009;USA-201704;112;91;106;41;40;108;125;140;;
100HO11256;HO840M003005125278;ARISTOTLE;RUANN ARISTOTLE-94310-ET;HO;1750;127;118;683;19;36;-0,7;-2,2;3,19;-2,3;0,8;;7,0;7,6;8,3;6,9;0,68;-0,33;0,87;AltaBAXTER X MORTY POSCH;;;;8/26/2009;USA-201704;123;113;105;282;252;171;19;52;;
014HO06220;HO840M003005567707;RYLEY;DEWGOOD RYLEY-ET;HO;1761;76;85;363;14;-24;1,8;1,0;2,87;0,4;-0,5;;8,7;8,4;8,1;8,5;0,29;0,52;1,14;RAMOS X GOLDWYN;;;;11/9/2008;USA-201704;164;139;154;112;102;178;158;112;;
014HO06200;HO840M003005567712;SEIKO;HARDWATER MAC SEIKO-ET;HO;1884;179;181;-80;-4;0;3,3;2,6;2,81;1,9;1,6;;8,3;6,5;8,2;7,1;0,75;1,23;0,29;MAC X LEADER;;;;10/20/2008;USA-201704;213;189;212;80;93;192;262;255;;
014HO06636;HO840M003005704809;KOYOTE;RAN-ROSE PLANET KOYOTE-TW;HO;1920;251;252;1539;39;9;1,8;-3,9;2,64;-3,3;-1,6;;6,8;7,6;8,2;8,2;1,35;1,11;-0,21;PLANET X SHOTTLE;;;;4/24/2010;USA-201704;317;296;290;440;406;359;214;258;;
007HO10889;HO840M003005754351;BRITIAN;END-ROAD PLANET BRITIAN-ET;HO;2003;370;363;978;25;29;3,9;0,1;3,01;2,0;1,4;;6,0;5,8;7,3;5,6;0,61;0,35;-0,12;PLANET X SHOTTLE;;;;9/21/2009;USA-201704;310;384;343;397;432;265;357;364;;
203HO01126;HO840M003005754353;BENSON;END-ROAD PLANET BENSON-ET;HO;1852;217;202;483;7;22;2,8;0,2;3,12;1,8;2,0;;7,4;7,0;7,8;6,4;0,94;0,50;0,09;PLANET X SHOTTLE;;;;9/21/2009;USA-201704;181;187;185;195;202;171;185;201;;
147HO02324;HO840M003006005875;MASK;TOLLENAARS O MAN MASK 924;HO;1925;290;320;433;30;37;1,1;0,2;2,93;0,1;0,7;;5,5;7,0;6,9;8,7;-0,18;-0,38;0,26;O MAN X MASCOL;;;;12/4/2009;USA-201704;243;344;284;418;441;214;269;250;;
203HO01181;HO840M003006005925;SOLDIER;TOLLENAARS TIME SOLDIER 974;HO;1901;79;100;-500;-6;-18;1,9;3,9;2,77;3,6;1,4;;6,9;6,5;7,1;5,4;1,21;1,26;1,43;TIME X SHOTTLE;;;;3/16/2010;USA-201704;219;145;194;22;21;222;242;201;;
100HO11264;HO840M003006193072;HEARTFELT;RUANN HEARTFELT-95046-ET;HO;1749;45;41;596;14;18;-0,9;-2,0;2,94;-2,5;-0,1;;9,4;9,6;9,0;10,3;0,81;1,14;0,54;BOLTON X EMERSON;;;;10/26/2009;USA-201704;160;50;95;220;138;265;-21;15;;
100HO03001;HO840M003006193609;PANAMA;RUANN PANAMA-95583-ET;HO;1734;-69;-87;891;20;-11;-1,6;-1,4;3,23;-0,3;-0,1;;8,4;8,9;9,4;9,1;1,74;1,44;0,93;GRAYBIL X MORTY;;;;12/10/2009;USA-201704;145;-26;49;176;63;291;-101;-106;;
007HO11441;HO840M003006453295;MAIZE;END-ROAD OBSERVER MAIZE-ET;HO;2058;322;312;718;18;26;3,3;1,4;3,10;2,8;3,1;;9,0;8,2;7,8;8,5;1,21;1,73;0,26;OBSERVER X JEEVES;;;;11/27/2010;USA-201704;362;308;335;369;332;402;287;284;;
007HO11718;HO840M003006488270;ROVER;GREEN-MEADOW ROVER 16378;HO;2218;470;468;1223;32;16;5,9;2,4;2,85;3,4;1,9;;8,1;6,2;7,8;5,0;0,67;1,32;0,54;SUPER X PLANET;;;;6/14/2011;USA-201704;512;558;537;510;544;466;574;544;;
014HO06954;HO840M003006488411;ATTITUDE;TOM-ANNA SUPER ATTITUDE-ET;HO;2229;389;419;748;38;23;3,5;1,7;2,85;1,2;-0,6;;9,1;5,3;7,9;4,9;1,46;1,36;1,07;SUPER X SHOTTLE;;;;5/4/2011;USA-201704;526;524;519;575;571;532;495;455;;
001HO10229;HO840M003006777989;EXTEND;NO-FLA EXTEND-ET;HO;2015;304;290;1207;25;24;2,7;1,2;2,85;2,2;1,3;;8,7;6,8;7,5;5,9;0,25;0,33;0,61;FREDDIE X DUSTER;;;;10/20/2009;USA-201704;332;391;358;395;423;298;373;356;;
029HO14842;HO840M003006778152;WATKINS;NO-FLA WATKINS-ET;HO;1940;357;373;-51;4;44;4,3;1,2;2,75;1,8;1,4;;7,0;7,3;7,5;9,1;-0,16;0,34;-0,40;PLANET X O MAN;;;;11/16/2009;USA-201704;241;338;294;263;315;167;356;382;;
007HO11300;HO840M003006972794;MET;S-S-I NIAGRA MET-ET;HO;1831;182;208;490;25;5;1,2;-1,3;2,72;-2,8;-1,3;;5,7;6,0;7,4;7,4;0,44;0,88;-0,83;NIAGRA X ZENITH;;;;3/9/2010;USA-201704;223;238;222;290;288;218;201;215;;
007HO11315;HO840M003006972815;H2O;COOKIECUTTER SSI MOM H2O-ET;HO;1917;207;232;764;38;44;-2,0;-1,6;3,00;-1,9;0,6;;7,4;7,4;7,6;8,6;0,82;0,04;0,20;MAN-O-MAN X GOLDWYN;;;;6/20/2010;USA-201704;239;260;229;487;450;290;116;131;;
007HO11316;HO840M003006972824;HINDER;COOKIECUTTER SSI HINDER-ET;HO;2013;226;230;918;24;18;0,8;-0,1;2,73;-0,5;1,2;;6,5;6,3;8,4;9,2;1,18;1,19;1,19;MAN-O-MAN X GOLDWYN;;;;6/19/2010;USA-201704;331;269;293;372;323;395;223;225;;
007HO11241;HO840M003006989020;FULL MOON;OCD BOXER FULL MOON-ET;HO;2092;322;331;677;23;33;1,8;1,1;2,86;1,9;1,3;;8,4;8,1;8,9;9,4;1,46;1,56;0,31;BOXER X ELEGANT;;;;7/28/2010;USA-201704;378;340;354;428;390;420;296;296;;
029HO16212;HO840M003006989078;BLOG;OAKFIELD O-STYLE BLOG-ET;HO;1919;240;235;602;16;34;0,9;0,7;3,07;1,8;1,1;;8,8;6,3;7,1;5,8;0,36;-0,12;1,52;O-STYLE X ENCINO;;;;8/18/2010;USA-201704;237;248;237;314;313;248;210;213;;
250HO11239;HO840M003006989113;A-TEAM;OAKFIELD EXPLODE A-TEAM-ET;HO;1938;119;105;986;17;-2;-0,1;-0,7;2,81;-1,2;-1,3;;7,2;4,8;7,1;7,2;2,33;1,89;1,28;EXPLODE X TOYSTORY;;;;8/31/2010;USA-201704;292;129;204;253;166;405;103;116;;
007HO11524;HO840M003006989485;DANTE;MR OCD ROBUST DANTE-ET;HO;2320;671;680;1524;53;65;5,1;1,0;3,11;3,0;2,0;;5,4;5,3;6,9;5,4;0,45;0,31;-0,10;ROBUST X PLANET;;;;1/29/2011;USA-201704;559;711;623;802;852;494;614;601;;
100HO11343;HO840M003007409412;39803;COSTA-VIEW AL 39803-ET;HO;1993;309;342;-732;-4;33;4,1;3,1;2,89;3,1;2,7;;6,9;6,1;7,2;7,6;0,76;0,59;0,58;AL X O MAN;;;;3/1/2010;USA-201704;251;292;281;186;224;200;346;338;;
007HO11133;HO840M003007625174;COMMIT;NO-FLA COMMIT 28544-ET;HO;2004;268;259;558;11;19;3,2;2,4;3,00;3,4;3,0;;6,4;5,9;6,8;5,9;0,54;1,04;0,29;FREDDIE X RUDOLPH;;;;7/19/2010;USA-201704;303;306;309;275;287;285;327;313;;
007HO11365;HO840M003007701808;DASHER;RONELEE SSI HERO DASHER-ET;HO;2001;230;244;180;11;16;2,8;1,2;2,85;1,9;-0,1;;8,6;6,4;7,2;6,4;1,48;1,23;0,89;HERO X OUTSIDE;;;;8/13/2010;USA-201704;317;275;298;274;261;333;291;293;;
007HO11359;HO840M003007701834;SAWYER;FUSTEAD SSI TRIGG SAWYER-ET;HO;2182;463;467;933;25;16;6,4;2,0;2,73;3,9;3,3;;6,7;7,2;7,2;5,5;0,78;0,72;1,11;TRIGGER X PLANET;;;;2/11/2011;USA-201704;459;531;499;437;490;392;567;540;;
001HO10498;HO840M003007737244;BAIRD;TOLLENAARS OBSRVR BAIRD;HO;2021;393;423;-69;10;-7;6,4;4,2;2,69;5,1;1,9;;6,0;6,4;6,5;6,5;-0,04;0,70;-0,35;OBSERVER X RAMOS;;;;12/30/2010;USA-201704;311;433;386;203;297;182;532;476;;
097HO40532;HO840M003007815953;NICODEMUS;VER-HAGES VV NICODEMUS-ET;HO;1835;169;177;-277;-9;0;4,2;2,7;2,71;2,7;1,5;;7,8;6,1;7,7;6,6;0,40;0,85;-0,73;SUPER X GOLDWYN;;;;9/19/2010;USA-201704;156;206;194;18;79;68;306;289;;
200HO02800;HO840M003007815971;CRUSHER;VER-HAGES ZV CRUSHER-ET;HO;2016;361;390;149;25;36;3,2;1,1;3,12;0,8;0,9;;7,1;6,1;7,7;6,1;0,21;0,35;0,70;AltaROSS X SHOTTLE;;;;3/1/2011;USA-201704;339;385;358;430;445;323;347;336;;
200HO02791;HO840M003007897676;ARTFUL;RUGG-DOC ARTFUL-ET;HO;2106;428;448;595;27;60;1,8;-1,4;2,88;-0,1;1,1;;7,5;8,0;7,5;9,0;1,42;1,21;0,65;OBSERVER X AUDEN;;;;1/18/2011;USA-201704;401;364;370;537;488;463;272;323;;
029HO16391;HO840M003008160765;ASSESS;NO-FLA ASSESS-ET;HO;1908;212;226;84;7;-11;4,3;3,0;2,80;3,3;0,5;;5,3;6,2;7,0;5,7;0,25;0,23;1,17;DOLCE X GARRETT;;;;2/5/2011;USA-201704;239;291;275;137;192;171;368;318;;
007HO11736;HO840M003008315306;LOTTO;OCD BOOKEM LUCKY LOTTO-ET;HO;2293;599;604;1532;51;75;4,2;1,4;3,11;2,9;2,8;;8,9;7,2;8,9;6,4;0,00;-0,20;0,65;BOOKEM X JET STREAM;;;;3/5/2011;USA-201704;536;698;604;804;851;478;589;553;;
250HO11526;HO840M003008315326;SKIPPY;OCD ROBUST SKIPPY-ET;HO;2303;512;513;1202;34;36;4,6;0,9;2,89;2,0;2,0;;7,4;4,6;7,9;5,1;1,94;1,55;1,34;ROBUST X PLANET;;;;3/9/2011;USA-201704;556;532;539;598;583;578;502;506;;
007HO11863;HO840M003008316215;SHOOTER;OCD O-STYLE SHOOTER-ET;HO;2063;173;175;825;21;-5;1,0;1,6;2,77;1,5;1,2;;8,7;7,6;8,2;6,4;2,01;1,70;2,10;O-STYLE X SHOTTLE;;;;1/5/2012;USA-201704;386;261;322;319;259;468;262;235;;
007HO11372;HO840M003008328651;MAYS;S-S-I OBSERVER MAYS-ET;HO;2198;404;415;689;26;21;4,9;3,8;2,91;5,0;3,9;;7,7;6,8;7,5;7,8;0,66;1,68;-0,66;OBSERVER X SHOTTLE;;;;2/9/2011;USA-201704;453;506;483;454;481;404;518;459;;
007HO11384;HO840M003008328689;BLUEJAY;S-S-I MORPHEOUS BLUEJAY-ET;HO;2009;344;366;172;17;21;4,1;0,3;2,89;0,6;-0,1;;6,2;4,6;6,7;6,3;1,14;0,98;0,13;MORPHEOUS X PLANET;;;;3/11/2011;USA-201704;321;336;329;329;342;302;339;356;;
007HO11379;HO840M003008328705;LEAD-OFF;S-S-I TONIC LEAD-OFF-ET;HO;1983;257;285;-314;5;38;1,2;0,6;2,84;0,3;-1,5;;7,6;7,8;6,7;7,2;1,73;1,35;1,06;AltaTONIC X BOLTON;;;;3/18/2011;USA-201704;301;218;258;284;242;356;208;254;;
007HO11388;HO840M003008328739;MEGA;S-S-I PAUL MEGA-ET;HO;2274;557;598;-161;15;38;8,1;4,5;2,71;5,1;3,1;;7,9;6,8;8,5;6,5;0,51;0,49;0,79;PAUL X SHOTTLE;;;;4/12/2011;USA-201704;486;636;573;442;542;354;708;659;;
007HO11390;HO840M003008328750;MAVS;S-S-I SHAMROCK MAVS-ET;HO;2167;415;421;713;22;27;4,3;-0,1;2,86;2,8;3,0;;8,1;4,6;7,7;4,9;1,64;1,74;0,67;SHAMROCK X SOCRATES;;;;4/27/2011;USA-201704;449;397;421;441;422;474;391;406;;
007HO11603;HO840M003008328794;MCCOOL;S-S-I SNOWMAN MCCOOL-ET;HO;2007;310;328;421;18;20;3,5;0,3;2,72;-0,2;0,5;;6,5;6,5;7,4;7,8;0,90;0,94;0,81;SNOWMAN X RAMOS;;;;5/30/2011;USA-201704;339;340;338;341;342;337;339;338;;
014HO07065;HO840M003008522162;NATE*RC;DAYBREAK EXPLODE NATE 2649;HO;2032;334;325;1494;40;66;-0,4;-2,5;3,07;-4,4;-1,3;;8,3;6,1;7,1;6,9;1,46;0,63;0,50;EXPLODE X LION KING;;;;11/1/2011;USA-201704;373;353;341;625;571;447;200;239;;
029HO16654;HO840M003008608889;PATRON;NO-FLA PATRON-ET;HO;2182;412;415;799;21;23;4,7;1,8;2,78;3,0;0,7;;5,7;2,9;7,9;4,1;1,28;1,05;0,99;BOOKEM X O MAN;;;;8/28/2011;USA-201704;445;466;457;422;450;411;491;483;;
014HO07060;HO840M003008609332;POISE;NO-FLA POISE 31562-ET;HO;2191;514;521;561;18;27;6,9;3,4;2,85;5,9;2,3;;6,5;4,5;6,7;5,5;0,43;0,63;0,32;SHAMROCK X FREDDIE;;;;10/21/2011;USA-201704;429;545;495;405;484;324;596;566;;
007HO11616;HO840M003008897573;SCOOBY;S-S-I RICHMAN SCOOBY-ET;HO;2000;384;406;89;15;52;2,7;0,1;2,92;1,2;0,8;;6,1;8,2;8,9;7,6;0,50;0,55;0,49;RICHMAN X AL;;;;7/24/2011;USA-201704;310;336;319;392;394;307;299;343;;
007HO11634;HO840M003008897629;ATTABOY;S-S-I LEDLEY ATTABOY-ET;HO;2042;332;367;97;17;17;5,4;3,1;2,59;4,0;1,0;;8,9;7,0;8,6;7,4;-0,44;-0,08;0,28;LEDLEY X SUPER;;;;9/8/2011;USA-201704;326;489;414;321;417;198;540;486;;
007HO11640;HO840M003008897653;MOJO;S-S-I MAXUM MOJO-ET;HO;2178;514;511;794;23;40;6,4;2,8;3,09;4,1;2,7;;7,9;5,9;8,2;6,4;0,47;0,95;-0,17;MAXUM X SHOTTLE;;;;9/26/2011;USA-201704;440;530;489;478;527;370;536;507;;
007HO11651;HO840M003008897703;PUMMEL;S-S-I SNOWMAN PUMMEL-ET;HO;2208;429;421;2300;63;47;2,7;-3,0;2,99;-2,8;0,7;;7,7;9,2;7,6;10,5;1,93;0,64;1,74;SNOWMAN X PLANET;;;;10/16/2011;USA-201704;528;528;504;805;744;613;356;353;;
007HO11652;HO840M003008897710;PEPPERS;S-S-I OSTYLE PEPPERS-ET;HO;2141;469;482;1121;42;38;3,9;0,1;3,00;1,2;1,8;;7,8;5,8;7,8;5,4;0,58;0,41;0,04;O-STYLE X PLANET;;;;10/21/2011;USA-201704;432;526;469;595;626;393;459;448;;
007HO11659;HO840M003008897768;NORTHUP;S-S-I OSTYLE NORTHUP-ET;HO;2164;463;447;2024;46;38;3,5;-0,5;2,75;-0,1;-0,4;;7,8;6,2;7,3;5,5;0,63;0,65;0,17;O-STYLE X NIAGRA;;;;11/17/2011;USA-201704;485;567;514;648;672;455;496;484;;
